blind_id,candidate_id,original_layer,citation,first_reviewer_source_label,first_reviewer_report_access,first_reviewer_decision,first_reviewer_reason
R297,E21,SUPPORT,"ZHOU Q Y, PARK J, KOLTUN V. Fast Global Registration[C]//LNCS (ECCV 2016). 2016: 766-782. DOI: 10.1007/978-3-319-46475-6_47.","ZHOU Q Y, PARK J, KOLTUN V",ABSTRACT/PREVIEW,SUPPORT-BACKGROUND,"Foundational method, standard, metrology guide, or review-reporting source; retained outside the validation-study count."
R298,E370,CORE,Gideon Samari Suno; Henny Magdalena; Windhu Nugroho; Agus Winarno; Tommy Trides. Perbandingan Perhitungan Volume Stockpile Batu Andesit Menggunakan Alat Survey Terrestrial Laser Scanner dan Global Positioning Sistem Real Time Kinematik pada PT. Bara Tabang. Venus Jurnal Publikasi Rumpun Ilmu Teknik . 2025. https://doi.org/10.61132/venus.v3i3.932,Gideon Samari Suno; Henny Magdalena; Windhu Nugroho; Agus Winarno; Tommy Trides,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Direct stockpile, bulk-pile, inventory-volume or repeated material-change measurement endpoint."
R299,E460,CORE,Kaupo Kokamägi; Kristina Türk; Natalja Liba. UAV photogrammetry for volume calculations. Agronomy Research. 2020. https://doi.org/10.15159/ar.20.213,Kaupo Kokamägi; Kristina Türk; Natalja Liba,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Direct stockpile, bulk-pile, inventory-volume or repeated material-change measurement endpoint."
R300,E236,CORE,Gordon Christie. Computer Vision for Quarry Applications. VTechWorks (Virginia Tech). 2013.,Gordon Christie,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Direct stockpile, bulk-pile, inventory-volume or repeated material-change measurement endpoint."
R301,E01,CORE,"YANG X, HUANG Y, ZHANG Q. Automatic stockpile extraction and measurement using 3D point cloud and multi-scale directional curvature[J]. Remote Sensing, 2020, 12(6): 960. DOI: 10.3390/rs12060960.",Yang 2020,FT,DIRECT-EMPIRICAL,"Classification was based on the title, abstract, or report material supplied to the blinded reviewer."
R302,E161,CORE,Haoyu Liu; Qingwu Hu; Pengcheng Zhao; Mingyao Ai. A Container-Aware Volumetric Framework: Poisson Reconstruction for Accurate Stockpile Measurement Using Lidar Point Clouds in Confined Spaces. [Venue unavailable]. 2025. https://doi.org/10.1109/geoinformatics67279.2025.11173547,Haoyu Liu; Qingwu Hu; Pengcheng Zhao; Mingyao Ai,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Direct stockpile, bulk-pile, inventory-volume or repeated material-change measurement endpoint."
R303,E160,TRANSFER,Míriam Máximo; Antonio Santo; Arturo Gil; Mónica Ballesta; David Tamés Valiente. A Coarse‐to‐Fine 3D LiDAR Localization With Deep Local Features for Long‐Term Robot Navigation in Large Environments. International Journal of Intelligent Systems. 2026. https://doi.org/10.1155/int/4278222,Míriam Máximo; Antonio Santo; Arturo Gil; Mónica Ballesta; David Tamés Valiente,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Empirical adjacent-domain evidence for registration, repeated mapping, change detection, calibration or uncertainty."
R304,E184,CORE,Ahmad Alsayed; Mostafa R. A. Nabawy; Akilu Yunusa‐Kaltungo; Mark K. Quinn; Farshad Arvin. An Autonomous Mapping Approach for Confined Spaces Using Flying Robots. Lecture notes in computer science. 2021. https://doi.org/10.1007/978-3-030-89177-0_33,Ahmad Alsayed; Mostafa R,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Direct stockpile, bulk-pile, inventory-volume or repeated material-change measurement endpoint."
R305,E478,EXCLUDE,H B Wu; Li Yan; Changjun Chen; Binbing Wang; Yi Zhou; Yiming Yan. VRGNet: A Relative Geometric-Driven Network for Point Cloud Registration with Virtual Correspondences. Lecture notes in computer science. 2026. https://doi.org/10.1007/978-981-95-7084-3_15,H B Wu; Li Yan; Changjun Chen; Binbing Wang; Yi Zhou; Yiming Yan,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Generic registration/change or unrelated application without an indispensable inference for stockpile metrology.
R306,E211,EXCLUDE,Hongyu Wang; Wangjun Chen; Bohan Fang; Yongbin Chen; Chenxuan Xu; Yingjun Wang; Cheng Cheng; Zuogong Yue. Automatic positioning of aircraft large components via LiDAR point cloud sensing. The International Journal of Advanced Manufacturing Technology. 2026. https://doi.org/10.1007/s00170-026-18797-w,Hongyu Wang; Wangjun Chen; Bohan Fang; Yongbin Chen; Chenxuan Xu; Yingjun Wang; Cheng Cheng; Zuogong Yue,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Generic registration/change or unrelated application without an indispensable inference for stockpile metrology.
R307,E89,CORE,"SIRIBA D N, MATARA S M, MUSYOKA S M. Improvement of volume estimation of stockpile of earthworks using a concave hull-footprint[J]. *Micro, Macro & Mezzo Geo Information*, 2015, 5: 11–25.",Siriba 2015,FT,DIRECT-EMPIRICAL,"Classification was based on the title, abstract, or report material supplied to the blinded reviewer."
R308,E280,EXCLUDE,SHI Feng-yuan; ZHENG Xun-jiang; JIANG Li-hui; PAN Di; Liu Bing. Fast point cloud registration algorithm using parallel computing strategy. Journal of Physics Conference Series. 2022. https://doi.org/10.1088/1742-6596/2235/1/012104,SHI Feng-yuan; ZHENG Xun-jiang; JIANG Li-hui; PAN Di; Liu Bing,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Generic registration/change or unrelated application without an indispensable inference for stockpile metrology.
R309,E376,EXCLUDE,Di Wang; Eetu Puttonen; Eric Casella. PlantMove: A tool for quantifying motion fields of plant movements from point cloud time series. International Journal of Applied Earth Observation and Geoinformation. 2022. https://doi.org/10.1016/j.jag.2022.102781,Di Wang; Eetu Puttonen; Eric Casella,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Generic registration/change or unrelated application without an indispensable inference for stockpile metrology.
R310,E243,EXCLUDE,Hao Wu; Li Yan; Changjun Chen; Xiaoteng Yang; Binbing Wang; Pengcheng Wei; Longze Zhu; Linxia Ji. DCRNet: Sparse-to-dense large scale point cloud registration network with dynamic clustering transformer. Knowledge-Based Systems. 2026. https://doi.org/10.1016/j.knosys.2026.116795,Hao Wu; Li Yan; Changjun Chen; Xiaoteng Yang; Binbing Wang; Pengcheng Wei; Longze Zhu; Linxia Ji,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Generic registration/change or unrelated application without an indispensable inference for stockpile metrology.
R311,E245,TRANSFER,Yajun Xu; Satoshi Kanai; Hiroaki Date; Tomoaki Sano. Deep-Learning-Based Three-Dimensional Detection of Individual Wave-Dissipating Blocks from As-Built Point Clouds Measured by UAV Photogrammetry and Multibeam Echo-Sounder. Remote Sensing. 2022. https://doi.org/10.3390/rs14215575,Yajun Xu; Satoshi Kanai; Hiroaki Date; Tomoaki Sano,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Empirical adjacent-domain evidence for registration, repeated mapping, change detection, calibration or uncertainty."
R312,E307,CORE,Edward J. Jaselskis; Zhili Gao; Russell C. Walters. Improving Transportation Projects Using Laser Scanning. Journal of Construction Engineering and Management. 2005. https://doi.org/10.1061/(asce)0733-9364(2005)131:3(377),Edward J,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Direct stockpile, bulk-pile, inventory-volume or repeated material-change measurement endpoint."
R313,E205,CORE,Ahmad Eizat Abdul Halim; Abdul Aziz Ab Rahman; Khairul Nizam Abdul Maulud; Muhammad Salihin Nekmat; Muhammad Mukhlisin. Assessment of Difference in Structure from Motion for Stockpile Volume Estimation using UAV Approach. IOP Conference Series Earth and Environmental Science. 2023. https://doi.org/10.1088/1755-1315/1240/1/012002,Ahmad Eizat Abdul Halim; Abdul Aziz Ab Rahman; Khairul Nizam Abdul Maulud; Muhammad Salihin Nekmat; Muhammad Mukhlisin,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Direct stockpile, bulk-pile, inventory-volume or repeated material-change measurement endpoint."
R314,E357,CORE,J. Tay. On-bank volume estimation using close-range photogrammetry for quarry production. [Venue unavailable]. 2007.,J,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Direct stockpile, bulk-pile, inventory-volume or repeated material-change measurement endpoint."
R315,E289,EXCLUDE,Tong Liu; Xinlei Li; Jing-Yuan Han. Graph Attention based Point Cloud Registration. 2021 China Automation Congress (CAC). 2021. https://doi.org/10.1109/cac53003.2021.9727337,Tong Liu; Xinlei Li; Jing-Yuan Han,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Generic registration/change or unrelated application without an indispensable inference for stockpile metrology.
R316,E175,CORE,"Jiapeng Yan. A Multi-Source Data Fusion Framework for Digital Stockyard Modeling Using LiDAR, UAV, and Operational Data. [Venue unavailable]. 2026. https://doi.org/10.1109/etae69474.2026.11496313",Jiapeng Yan,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Direct stockpile, bulk-pile, inventory-volume or repeated material-change measurement endpoint."
R317,E305,TRANSFER,José Pilartes-Congo; Matthew Kastl; Michael J. Starek; Marina Vicens-Miquel; P. Tissot. Implementation of a Zed 2i Stereo Camera for High-Frequency Shoreline Change and Coastal Elevation Monitoring. [Venue unavailable]. 2023. https://doi.org/10.1109/igarss52108.2023.10283203,José Pilartes-Congo; Matthew Kastl; Michael J,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Empirical adjacent-domain evidence for registration, repeated mapping, change detection, calibration or uncertainty."
R318,E338,CORE,J. Crotty; B. Ernst; A. Machele; J. Lategan. Measuring rock dumps from space ? How new technology could change the way we measure rock dumps and tailings dams. [Venue unavailable]. 2010.,J,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Direct stockpile, bulk-pile, inventory-volume or repeated material-change measurement endpoint."
R319,E51,TRANSFER,"SHAN T, ENGLOT B, MEYERS D, et al. LIO-SAM: Tightly-coupled Lidar Inertial Odometry via Smoothing and Mapping[C]//2020 IEEE/RSJ IROS. 2020: 5135-5142. DOI: 10.1109/IROS45743.2020.9341176.",SLAM: LIO-SAM,FT,TRANSFER-METHOD,"Classification was based on the title, abstract, or report material supplied to the blinded reviewer."
R320,E45,TRANSFER,"ZHANG J, SINGH S. LOAM: Lidar Odometry and Mapping in Real-time[C]//Robotics: Science and Systems X. 2014. DOI: 10.15607/RSS.2014.X.007.",SLAM: LOAM,FT,TRANSFER-METHOD,"Classification was based on the title, abstract, or report material supplied to the blinded reviewer."
R321,E218,EXCLUDE,Sitao Li. Bolt anomaly detection based on yolov8 and point cloud. [Venue unavailable]. 2024. https://doi.org/10.1109/iaeac59436.2024.10503788,Sitao Li,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Generic registration/change or unrelated application without an indispensable inference for stockpile metrology.
R322,E332,TRANSFER,Zhe Liu; Zhijian Qiao; Chuanzhe Suo; Yingtian Liu; Kefan Jin. Map-less long-term localization in complex industrial environments. Assembly Automation. 2021. https://doi.org/10.1108/aa-06-2021-0088,Zhe Liu; Zhijian Qiao; Chuanzhe Suo; Yingtian Liu; Kefan Jin,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Empirical adjacent-domain evidence for registration, repeated mapping, change detection, calibration or uncertainty."
R323,E234,TRANSFER,"N. Fuad; A. R. Yusoff; Z. Ismail; Z. Majid. COMPARING THE PERFORMANCE OF POINT CLOUD REGISTRATION METHODS FOR LANDSLIDE MONITORING USING MOBILE LASER SCANNING DATA. ISPRS - International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences. 2018. https://doi.org/10.5194/isprs-archives-xlii-4-w9-11-2018",N,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Empirical adjacent-domain evidence for registration, repeated mapping, change detection, calibration or uncertainty."
R324,E22,SUPPORT,"YANG H, SHI J, CARLONE L. TEASER: Fast and Certifiable Point Cloud Registration[J]. IEEE Transactions on Robotics, 2021, 37(2): 314-333. DOI: 10.1109/TRO.2020.3033695.","YANG H, SHI J, CARLONE L",ABSTRACT/PREVIEW,SUPPORT-BACKGROUND,"Foundational method, standard, metrology guide, or review-reporting source; retained outside the validation-study count."
R325,E458,CORE,Ahmad Alsayed; Mostafa R. A. Nabawy; Akilu Yunusa‐Kaltungo; Farshad Arvin; Mark K. Quinn. Towards Developing an Aerial Mapping System for Stockpile Volume Estimation in Cement Plants. AIAA Scitech 2021 Forum. 2021. https://doi.org/10.2514/6.2021-0578,Ahmad Alsayed; Mostafa R,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Direct stockpile, bulk-pile, inventory-volume or repeated material-change measurement endpoint."
R326,E80,CORE,"AJAYI O G, AJULO J. Investigating the applicability of UAV photogrammetry for the estimation of the volume of stockpiles[J]. *Quaestiones Geographicae*, 2021, 40(1): 25–38. DOI: 10.2478/quageo-2021-0002.",Ajayi 2021,FT,DIRECT-EMPIRICAL,"Classification was based on the title, abstract, or report material supplied to the blinded reviewer."
R327,E470,EXCLUDE,René R. Colditz; Manfred Keil; Ben J. Strohbach; Ursula Geßner; Michael J. Schmidt; Stefan Dech. Vegetation structure mapping with remote sensing time series: Capabilities and improvements. elib (German Aerospace Center). 2007.,René R,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Generic registration/change or unrelated application without an indispensable inference for stockpile metrology.
R328,E448,CORE,"Elvis Ha; H. Siong; Mohd Farid; M. Ariff; A. Firdaus. THE APPLICATION OF SMARTPHONE BASED STRUCTURE FROM MOTION (SFM) PHOTOGRAMMETRY IN GROUND VOLUME MEASUREMENT. The International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences. 2023. https://doi.org/10.5194/isprs-archives-xlviii-4-w6-2022-145-2023",Elvis Ha; H,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Direct stockpile, bulk-pile, inventory-volume or repeated material-change measurement endpoint."
R329,E327,TRANSFER,Yi Zhang; Feiyang Dong; Qihao Sun; Weiwei Song. Laser SLAM Matching Localization Method for Subway Tunnel Point Clouds. Sensors. 2025. https://doi.org/10.3390/s25123681,Yi Zhang; Feiyang Dong; Qihao Sun; Weiwei Song,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Empirical adjacent-domain evidence for registration, repeated mapping, change detection, calibration or uncertainty."
R330,E454,TRANSFER,"A. Walicka; N. Pfeifer; G. Jóźków; A. Borkowski. TLS POINT CLOUD REGISTRATION FOR DETECTING CHANGE IN INDIVIDUAL ROCKS OF A MOUNTAIN RIVER BED. The International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences. 2019. https://doi.org/10.5194/isprs-archives-xlii-2-w13-1149-2019",A,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Empirical adjacent-domain evidence for registration, repeated mapping, change detection, calibration or uncertainty."
R331,E213,CORE,"Yuhan Jiang; Yilei Huang; Jingkuang Liu; Dapeng Li; Shuiyuan Li; Weijing Nie; In-Hun Chung. Automatic Volume Calculation and Mapping of Construction and Demolition Debris Using Drones, Deep Learning, and GIS. Drones. 2022. https://doi.org/10.3390/drones6100279",Yuhan Jiang; Yilei Huang; Jingkuang Liu; Dapeng Li; Shuiyuan Li; Weijing Nie; In-Hun Chung,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Direct stockpile, bulk-pile, inventory-volume or repeated material-change measurement endpoint."
R332,E468,CORE,I. D. Toit. Using military grade laser technology for calculating stockpile volumes in near real-time. [Venue unavailable]. 2015.,I,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Direct stockpile, bulk-pile, inventory-volume or repeated material-change measurement endpoint."
R333,E09,TRANSFER,"NUTH C, KÄÄB A. Co-registration and bias corrections of satellite elevation data sets for quantifying glacier thickness change[J]. The Cryosphere, 2011, 5: 271-290. DOI: 10.5194/tc-5-271-2011.",Source material supplied in the blinded screening form.,FT,TRANSFER-METHOD,"Classification was based on the title, abstract, or report material supplied to the blinded reviewer."
R334,E190,EXCLUDE,Li-Ying Zhang; Kit‐Lun Yick; Mei-jun Yue; Joanne Yip; Sun‐pui Ng. An exploratory study of dynamic foot shape measurements with 4D scanning system. Scientific Reports. 2023. https://doi.org/10.1038/s41598-023-35822-0,Li-Ying Zhang; Kit‐Lun Yick; Mei-jun Yue; Joanne Yip; Sun‐pui Ng,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Generic registration/change or unrelated application without an indispensable inference for stockpile metrology.
R335,E364,CORE,"Hannah Weiss. Optimizing Over Summer Snow Storage at the Craftsbury Outdoors Center, Craftsbury, VT. ScholarWorks -A service of University of Vermont Libraries (University of Vermont). 2019.",Hannah Weiss,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Direct stockpile, bulk-pile, inventory-volume or repeated material-change measurement endpoint."
R336,E19,SUPPORT,"SEGAL A, HAEHNEL D, THRUN S. Generalized-ICP[C]//Robotics: Science and Systems V. 2009. DOI: 10.15607/RSS.2009.V.021.","SEGAL A, HAEHNEL D, THRUN S",ABSTRACT/PREVIEW,SUPPORT-BACKGROUND,"Foundational method, standard, metrology guide, or review-reporting source; retained outside the validation-study count."
R337,E214,SUPPORT,Raymond Leung; Andrew J. Hill; Arman Melkumyan. Automation and Artificial Intelligence Technology in Surface Mining: A Brief Introduction to Open-Pit Operations in the Pilbara [Survey]. IEEE Robotics & Automation Magazine. 2023. https://doi.org/10.1109/mra.2023.3328457,Raymond Leung; Andrew J,ABSTRACT/PREVIEW,SUPPORT-BACKGROUND,Background review or general method context without a direct validation endpoint for this review.
R338,E359,SUPPORT,Denise Adjidjonu; Joseph M. Burgett. Optimal UAS Parameters for Aerial Mapping and Modeling. [Venue unavailable]. 2019.,Denise Adjidjonu; Joseph M,ABSTRACT/PREVIEW,SUPPORT-BACKGROUND,Background review or general method context without a direct validation endpoint for this review.
R339,E99,TRANSFER,"NOURBAKHSHBEIDOKHTI S, KINOSHITA A M, CHIN A, FLORSHEIM J L. A workflow to estimate topographic and volumetric changes and errors in channel sedimentation after disturbance[J]. *Remote Sensing*, 2019, 11: 586. DOI: 10.3390/rs11050586.",Source material supplied in the blinded screening form.,FT,TRANSFER-METHOD,"Classification was based on the title, abstract, or report material supplied to the blinded reviewer."
